"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08",,"873","0","0","56","0","0.0","3.00","94","1","8.44",,"0.0","74.0","82.0","66.0","12581","40",,,"315",,"17.0",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-09",,"1021","0","0","44","0","0.0","2.32","94","57","6.90",,"0.0","68.1","76.2","59.9","11109","320",,,"180",,"17.9",,,"33.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-10",,"1028","0","0","40","0","0.0","2.78","77","277","7.48",,"0.0","58.1","66.8","49.5","12534","50",,,"45",,"23.0",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-11",,"1028","4","1","23","5","4.4","0.64","70","857","2.79",,"4.7","45.7","53.0","38.4","8547","310",,,"315",,"29.1",,,"57.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-12",,"1028","2","0","6","1","0.7","0.52","53","2071","0.83",,"1.4","25.8","32.6","19.1","9906","270",,,"315",,"25.1",,,"43.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-01",,"0","1","1","24","1","1.0","1.11","66","2804","5.35",,"1.8","41.4","47.6","35.1","9018","270",,,"315",,"23.0",,,"42.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-02",,"0","3","1","7","2","1.8","0.83","65","3512","2.33",,"1.8","39.7","48.5","31.0","9705","310",,,"315",,"23.9",,,"42.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-03",,"4","3","1","13","3","3.1","1.05","85","4133","3.64",,"3.1","45.1","54.2","35.9","13935","280",,,"45",,"21.9",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-04",,"28","1","0","33","1","0.6","1.47","91","4503","5.12",,"0.6","53.5","62.3","44.6","13846","50",,,"45",,"25.1",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-05",,"35","0","0","44","0","0.0","2.40","83","4659","9.09",,"0.0","60.2","68.8","51.6","15574","50",,,"45",,"23.0",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-06",,"252","0","0","50","0","0.0","0.74","89","4663","2.50",,"0.0","72.1","81.4","62.8","16853","300",,,"360",,"17.0",,,"41.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-07",,"621","0","0","57","0","0.0","1.13","95","4","3.51",,"0.0","76.7","84.7","68.8","12776","270",,,"225",,"17.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-08",,"941","0","0","58","0","0.0","4.64","93","7","12.36",,"0.0","75.3","83.5","67.0","13457","50",,,"225",,"21.0",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-09",,"1077","0","0","44","0","0.0","1.03","89","68","2.24",,"0.0","67.5","75.6","59.4","12259","60",,,"45",,"17.9",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-10",,"1153","0","0","35","0","0.0","2.53","84","241","6.38",,"0.0","61.9","69.5","54.2","12746","170",,,"180",,"19.9",,,"41.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-11",,"1156","0","0","30","0","0.0","1.70","78","684","2.82",,"0.0","50.3","58.3","42.4","11378","280",,,"270",,"25.1",,,"46.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1990-12",,"1156","3","1","21","7","6.6","1.21","66","1379","5.58",,"7.2","42.6","49.7","35.5","7066","290",,,"315",,"23.9",,,"41.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-01",,"0","5","2","10","4","5.7","0.85","55","2313","3.38",,"8.4","34.9","41.2","28.5","10885","280",,,"270",,"21.0",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-02",,"0","3","1","14","9","8.4","0.53","70","3015","1.93",,"9.1","39.9","47.6","32.3","10289","280",,,"315",,"23.0",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-03",,"0","1","0","24","1","0.2","2.17","77","3647","5.16",,"0.2","44.6","52.1","37.1","11233","60",,,"270",,"23.9",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04",,"37","0","0","36","0","0.0","2.28","90","3965","3.68",,"0.0","55.7","64.4","46.9","12049","260",,,"270",,"19.9",,,"36.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05",,"216","0","0","47","0","0.0","1.39","93","4029","3.11",,"0.0","68.7","78.9","58.5","19145","350",,,"270",,"19.9",,,"33.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-06",,"491","0","0","53","0","0.0","1.80","97","4032","4.16",,"0.0","74.1","84.4","63.7","18168","240",,,"315",,"17.9",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-07",,"885","0","0","63","0","0.0","1.85","102","0","4.57",,"0.0","77.7","87.1","68.3","15810","350",,,"270",,"19.9",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-08",,"1260","0","0","62","0","0.0","3.00","94","0","7.14",,"0.0","77.1","86.0","68.2","17671","350",,,"315",,"17.0",,,"33.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-09",,"1398","0","0","44","0","0.0","1.97","93","65","3.71",,"0.0","67.4","76.4","58.5","16300","320",,,"45",,"17.0",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-10",,"1421","0","0","38","0","0.0","0.76","80","293","2.13",,"0.0","58.4","66.9","49.9","12435","200",,,"180",,"25.1",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-11",,"1421","0","0","29","0","0.0","1.13","74","795","1.96",,"0.0","48.3","55.1","41.4","7090","280",,,"270",,"21.0",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-12",,"1421","1","0","13","1","0.5","1.25","66","1583","4.26",,"0.7","39.6","46.3","32.8","8739","360",,,"270",,"21.0",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-01",,"0","2","1","11","1","1.3","0.50","62","2491","1.69",,"1.5","35.7","42.5","28.9","9112","60",,,"45",,"25.1",,,"42.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-02",,"0","1","1","14","1","1.0","0.84","64","3322","1.87",,"1.0","36.4","43.2","29.5","8620","270",,,"315",,"21.0",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-03",,"0","5","2","17","6","6.2","0.99","64","4097","4.08",,"9.4","40.0","47.8","32.2","12344","300",,,"225",,"25.9",,,"43.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-04",,"4","0","0","31","0","0.0","0.35","81","4536","1.76",,"0.0","50.5","58.8","42.2","12515","190",,,"45",,"19.9",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-05",,"47","0","0","40","0","0.0","1.99","93","4704","4.02",,"0.0","61.0","70.8","51.2","17373","20",,,"45",,"23.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-06",,"216","0","0","52","0","0.0","2.80","87","4716","4.77",,"0.0","70.2","79.2","61.3","19449","40",,,"270",,"17.0",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-07",,"501","0","0","59","0","0.0","0.90","93","1","4.49",,"0.0","74.2","82.5","65.9","17501","50",,,"360",,"17.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-08",,"749","0","0","57","0","0.0","1.52","91","4","3.49",,"0.0","72.9","81.4","64.3","15052","50",,,"180",,"21.0",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-09",,"871","0","0","44","0","0.0","1.61","86","60","4.89",,"0.0","67.2","74.8","59.6","12240","50",,,"45",,"19.9",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-10",,"879","0","0","34","0","0.0","0.43","78","393","1.16",,"0.0","54.5","62.5","46.5","12393","180",,,"180",,"23.0",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-11",,"879","0","0","29","0","0.0","2.18","71","948","5.65",,"0.0","46.5","52.5","40.5","7982","280",,,"135",,"23.9",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1992-12",,"879","0","0","17","0","0.4","2.41","61","1789","5.51",,"0.4","37.8","43.8","32.0","7660","50",,,"45",,"38.9",,,"64.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-01",,"0","1","1","21","1","1.1","1.42","64","2678","3.44",,"1.5","36.3","42.6","30.1","8642","300",,,"315",,"23.0",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-02",,"0","7","4","7","3","4.3","1.11","56","3637","2.81",,"10.7","30.8","39.1","22.4","11515","50",,,"45",,"21.9",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-03",,"0","9","1","13","8","10.2","2.37","68","4423","6.64",,"11.9","39.6","46.7","32.6","11206","60",,,"45",,"51.0",,,"62.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-04",,"0","0","0","35","0","0.0","1.89","79","4776","4.28",,"0.0","53.3","62.5","44.0","12201","40",,,"315",,"21.9",,,"36.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-05",,"79","0","0","46","0","0.0","0.90","92","4835","1.56",,"0.0","65.6","75.5","55.8","16802","290",,,"315",,"17.9",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-06",,"340","0","0","51","0","0.0","0.50","95","4849","1.49",,"0.0","73.3","83.2","63.3","18712","360",,,"180",,"17.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-07",,"809","0","0","65","0","0.0","0.76","102","0","1.70",,"0.0","80.1","90.2","70.1","21423","280",,,"45",,"15.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-08",,"1187","0","0","60","0","0.0","1.85","96","0","5.41",,"0.0","77.2","86.0","68.4","17164","60",,,"270",,"17.0",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-09",,"1323","0","0","44","0","0.0","1.42","95","68","5.26",,"0.0","67.3","74.8","59.7","11597","200",,,"315",,"17.0",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-10",,"1325","0","0","38","0","0.0","0.97","78","351","4.54",,"0.0","55.9","63.5","48.4","12787","50",,,"45",,"23.9",,,"36.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-11",,"1329","0","0","25","0","0.0","1.45","80","841","2.20",,"0.0","48.8","56.6","41.0","10606","330",,,"270",,"23.0",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1993-12",,"1329","5","2","10","4","3.7","1.65","62","1699","4.95",,"6.9","37.3","43.5","31.1","8527","290",,,"270",,"23.9",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-01",,"0","30","4","-2","7","4.5","1.87","55","2922","5.62",,"12.0","25.5","33.2","17.9","7654","160",,,"45",,"23.0",,,"51.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-02",,"0","26","5","7","22","12.8","1.09","62","3886","3.44",,"26.4","30.6","37.9","23.2","10884","60",,,"45",,"21.0",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-03",,"0","10","3","21","7","4.0","1.62","71","4641","6.32",,"8.1","40.7","48.0","33.3","11393","60",,,"90",,"29.1",,,"57.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-04",,"6","0","0","34","0","0.0","0.51","84","4928","2.43",,"0.0","55.6","65.2","46.0","15262","290",,,"270",,"21.0",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-05",,"54","0","0","44","0","0.0","0.82","91","5077","4.25",,"0.0","61.8","72.4","51.2","18539","280",,,"270",,"23.0",,,"36.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-06",,"360","0","0","54","0","0.0","0.98","98","5077","3.21",,"0.0","75.2","84.7","65.7","18127","170",,,"225",,"16.1",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-07",,"805","0","0","64","0","0.0","0.96","97","0","3.86",,"0.0","79.4","87.9","70.8","16074","50",,,"225",,"15.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-08",,"1083","0","0","57","0","0.0","1.85","91","0","6.33",,"0.0","74.0","82.4","65.6","13928","10",,,"45",,"16.1",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-09",,"1181","0","0","53","0","0.0","0.79","88","19","3.33",,"0.0","67.6","75.7","59.5","13605","70",,,"45",,"21.0",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-10",,"1181","0","0","43","0","0.0","0.61","75","238","1.35",,"0.0","58.0","66.6","49.4","14276","30",,,"45",,"16.1",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-11",,"1184","0","0","25","0","0.0","1.09","76","632","4.34",,"0.0","51.9","59.5","44.4","9481","290",,,"315",,"23.0",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1994-12",,"1184","0","0","19","0","0.0","0.94","65","1340","2.91",,"0.0","42.2","48.9","35.4","9832","360",,,"360",,"21.0",,,"51.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-01",,"0","0","0","15","0","0.2","1.41","64","2192","3.76",,"0.2","37.5","43.1","31.9","8194","280",,,"360",,"17.9",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-02",,"0","15","1","6","8","10.8","1.26","54","3128","3.13",,"11.6","31.6","38.8","24.3","10605",,,,"45",,,,,"44.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-03",,"0","0","0","20","0","0.0","0.71","72","3749","1.26",,"0.0","45.0","52.9","37.0","12736","170",,,"315",,"21.9",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-04",,"0","0","0","23","0","0.0","0.56","76","4142","2.29",,"0.0","51.9","61.4","42.4","15725","250",,,"225",,"21.0",,,"43.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-05",,"37","0","0","44","0","0.0","0.68","87","4276","2.84",,"0.0","61.9","70.1","53.7","12526","290",,,"315",,"17.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-06",,"245","0","0","54","0","0.0","0.99","95","4279","2.09",,"0.0","71.8","80.3","63.3","13686","60",,,"45",,"25.1",,,"38.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-07",,"683","0","0","60","0","0.0","3.13","102","0","6.13",,"0.0","79.1","87.0","71.3","16034","200",,,"180",,"28.0",,,"46.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-08",,"1103","0","0","62","0","0.0","0.13","96","0","0.18",,"0.0","78.5","87.4","69.7","20815","190",,,"360",,"19.9",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-09",,"1234","0","0","50","0","0.0","1.11","91","34","3.04",,"0.0","68.3","76.6","59.9","12999","70",,,"45",,"23.0",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-10",,"1280","0","0","42","0","0.0","2.17","86","184","7.81",,"0.0","61.6","70.0","53.2",,"270",,,"270",,"21.0",,,"36.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-11","7.4","1280","2","1","24","2","2.9","1.41","72","827","5.78",,"2.9","43.6","50.1","37.1",,,"30","10",,,,"29.1","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1995-12","8.3","1280",,"4","15",,"5.5","0.68","55","1838","2.12",,"11.5","32.4","38.0","26.8",,,"70","300",,,,"25.1","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-01","8.9","0",,"4","6",,"13.6","1.40","56","2907","5.64",,"26.1","30.5","37.0","24.0",,,"70","60",,,,"40.0","53",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-02","8.7","0",,"5","5",,"9.9","0.51","62","3811","2.59",,"21.1","33.9","40.3","27.4",,,"300","340",,,,"33.1","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-03","8.1","0",,"3","11",,"4.6","0.84","63","4619","3.82",,"13.2","38.9","46.2","31.6",,,"80","70",,,,"36.9","52",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-04","8.9","11",,"0","33",,"0.4","2.08","85","5013","6.33",,"0.7","52.2","60.0","44.4",,,"330","350",,,,"28.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-05","6.3","77","0","0","42","0","0.0","0.64","96","5201","2.65",,"0.0","61.1","69.5","52.7",,,"300","290",,,,"25.1","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-06","5.6","278","0","0","54","0","0.0","3.01","88","5210","5.72",,"0.0","71.4","78.3","64.4",,,"330","340",,,,"17.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-07","5.6","536","0","0","62","0","0.0","1.77","89","0","5.76",,"0.0","73.3","79.8","66.9",,,"170","160",,,,"23.9","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-08","4.5","829","0","0","61","0","0.0","0.82","90","0","1.87",,"0.0","74.4","81.3","67.5",,,"80","70",,,,"17.0","26",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-09","5.4","966","0","0","50","0","0.0","2.04","89","48","4.97",,"0.0","68.0","74.3","61.7",,,"70","70",,,,"23.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-10","6.5","970","0","0","40","0","0.0","4.35","76","319","7.52",,"0.0","56.4","63.3","49.4",,,"50","20",,,,"25.9","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-11","6.7","970",,"0","23",,"0.1","1.91","69","980","2.87",,"0.1","43.0","48.9","37.0",,,"320","200",,,,"25.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1996-12","7.8","970",,"0","15",,"0.0","1.41","63","1716","6.48",,"0.0","41.3","46.6","35.9",,,"70","70",,,,"30.0","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-01","8.9","0",,"1","4",,"3.5","1.23","62","2735","3.65",,"4.4","32.1","39.2","25.1",,,"300","300",,,,"25.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-02","8.3","0",,"2","19",,"2.6","0.96","72","3435","2.55",,"3.8","40.0","47.2","32.8",,,"300","310",,,,"29.1","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-03","8.9","0",,"1","25",,"1.0","2.07","68","4152","5.19",,"1.7","41.9","49.2","34.6",,,"300","290",,,,"33.1","52",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-04","8.1","0",,"0","28",,"0.0","1.02","74","4552","2.87",,"0.0","51.7","60.1","43.2",,,"320","10",,,,"25.9","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-05","7.4","6","0","0","43","0","0.0","0.77","83","4734","3.06",,"0.0","59.3","67.9","50.8",,,"300","300",,,,"29.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-06","6.0","224","0","0","49","0","0.0","0.99","93","4775","1.93",,"0.0","70.9","79.1","62.7",,,"80","80",,,,"25.1","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-07","5.6","558","0","0","58","0","0.0","3.75","97","2","8.36",,"0.0","75.7","84.3","67.2",,,"100","100",,,,"23.9","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-08","4.9","815","0","0","60","0","0.0","0.76","93","2","3.21",,"0.0","73.3","80.7","65.9",,,"300","310",,,,"33.1","57",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-09","6.0","924","0","0","48","0","0.0","0.70","83","52","2.11",,"0.0","67.0","74.5","59.4",,,"300","300",,,,"23.9","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-10","5.8","955","0","0","37","0","0.0","0.83","85","339","2.10",,"0.0","56.7","63.6","49.8",,,"330","310",,,,"23.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-11","7.8","955",,"0","27",,"0.0","0.93","65","955","4.69",,"0.0","44.5","49.8","39.2",,,"320","310",,,,"30.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1997-12","6.3","955",,"0","17",,"0.0","1.25","54","1785","4.28",,"0.0","38.2","43.4","33.0",,,"70","60",,,,"34.0","51",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-01","8.3","0",,"0","14",,"0.5","2.55","65","2560","5.20",,"0.5","40.0","45.8","34.2",,,"60","330",,,,"30.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-02","8.7","0",,"0","17",,"0.0","1.27","58","3243","5.81",,"0.0","40.6","46.2","35.0",,,"80","70",,,,"34.0","52",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-03","8.3","34",,"1","19",,"5.0","1.82","86","3885","5.09",,"5.0","45.4","52.2","38.6",,,"90","220",,,,"34.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-04","6.7","34",,"0","36",,"0.0","1.86","73","4216","7.06",,"0.0","54.0","62.3","45.6",,,"90","70",,,,"33.1","51",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-05","6.7","119","0","0","44","0","0.0","1.94","87","4322","6.94",,"0.0","64.3","72.4","56.2",,,"90","70",,,,"28.0","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-06","6.3","274",,"0","52",,"0.0","1.57","92","4353","5.94",,"0.0","69.2","75.8","62.5",,,"80","310",,,,"28.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-07","5.6","629","0","0","62","0","0.0","0.33","93","0","1.09",,"0.0","76.4","83.8","69.1",,,"300","300",,,,"21.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-08","5.6","990","0","0","58","0","0.0","2.38","91","0","2.78",,"0.0","76.6","84.4","68.9",,,"80","70",,,,"25.1","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-09","5.8","1168","0","0","49","0","0.0","2.07","90","21","3.44",,"0.0","70.2","78.1","62.3",,,"320","320",,,,"23.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-10","6.3","1169","0","0","42","0","0.0","0.97","74","253","2.76",,"0.0","57.5","63.9","51.2",,,"330","330",,,,"19.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-11","6.7","1169",,"0","36",,"0.0","0.97","63","760","1.48",,"0.0","48.1","54.2","42.0",,,"320","330",,,,"23.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1998-12","7.2","1170",,"1","17",,"2.0","0.71","75","1439","1.13",,"2.0","43.1","48.9","37.4",,,"330","310",,,,"28.0","40",,
