"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-01","8.1","0",,"2","9",,"2.5","2.42","60","2403","7.02",,"4.5","33.9","40.8","27.0",,,"300","290",,,,"31.1","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-02","7.6","0",,"1","14",,"1.5","1.15","62","3136","3.49",,"1.7","38.8","45.2","32.4",,,"320","70",,,,"23.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-03","9.4","0",,"1","17",,"4.0","0.72","74","3833","4.02",,"4.5","42.5","50.6","34.4",,,"70","310",,,,"28.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-04","7.4","3",,"0","35",,"0.0","0.38","80","4181","1.94",,"0.0","53.5","62.3","44.7",,,"60","70",,,,"28.0","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-05","6.0","48","0","0","46","0","0.0","1.53","89","4286","4.04",,"0.0","63.0","71.1","55.0",,,"80","80",,,,"29.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-06","6.3","297",,"0","57",,"0.0","0.19","94","4291","0.59",,"0.0","73.2","81.3","65.0",,,"80","70",,,,"19.9","26",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-07","5.6","804","0","0","61","0","0.0","0.24","101","0","0.44",,"0.0","81.4","90.1","72.6",,,"250","340",,,,"21.0","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-08","6.3","1134","0","0","59","0","0.0","1.53","98","3","2.89",,"0.0","75.5","83.4","67.6",,,"80","80",,,,"23.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-09","6.5","1278","0","0","50","0","0.0","5.02","83","27","8.81",,"0.0","69.0","75.8","62.3",,,"90","90",,,,"29.1","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-10","6.0","1281","0","0","39","0","0.0","0.73","75","308","2.73",,"0.0","56.0","63.4","48.6",,,"330","320",,,,"28.0","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-11","7.4","1281",,"0","28",,"0.0","1.13","72","735","2.33",,"0.0","50.8","57.2","44.3",,,"320","350",,,,"23.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1999-12","7.8","1281",,"0","19",,"0.0","1.01","63","1513","3.23",,"0.0","39.9","45.7","34.2",,,"80","70",,,,"31.1","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-01","9.2","0","3","3","3","5","5.5","0.84","64","2558","3.22",,"9.5","31.3","37.8","24.7",,,"330","310",,,,"30.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-02","8.3","0",,"2","19",,"3.0","0.57","64","3362","1.66",,"5.2","37.3","43.7","30.9",,,"80","330",,,,"28.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-03","8.5","0","0","0","22","0","0.4","1.11","71","3914","3.34",,"0.4","47.2","55.0","39.4",,,"90","70",,,,"29.1","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-04","8.3","0","1","1","30","1","1.2","1.62","75","4334","3.53",,"1.2","51.0","58.2","43.8",,,"80","80",,,,"34.9","49",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-05","6.3","79","0","0","46","0","0.0","1.07","93","4459","4.50",,"0.0","63.5","71.7","55.4",,,"90","80",,,,"25.1","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-06","6.0","299","0","0","49","0","0.0","2.62","92","4490","4.87",,"0.0","71.3","78.8","63.8",,,"70","60",,,,"25.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-07",,"526","0","0","58","0","0.0","3.24","89","0","7.28",,"0.0","72.3","79.0","65.6",,,,"80",,,,,"26",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-08","5.6","756","0","0","57","0","0.0","0.70","90","0","3.82",,"0.0","72.4","78.6","66.3",,,"80","60",,,,"23.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-09","5.8","868","0","0","43","0","0.0","1.90","84","84","5.82",,"0.0","66.0","72.9","59.0",,,"70","70",,,,"25.1","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-10","5.8","880","0","0","36","0","0.0","0.45","79","345","0.67",,"0.0","56.9","64.4","49.5",,,"70","70",,,,"21.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-11","6.9","880","0","0","23","0","0.0","1.48","67","937","3.54",,"0.0","45.3","50.9","39.6",,,"320","320",,,,"21.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2000-12","8.1","880","4","1","14","10","12.0","0.94","62","1988","3.20",,"13.4","31.1","37.2","25.0",,,"290","300",,,,"32.0","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-01","6.9","0",,"2","18",,"6.0","0.83","54","2961","3.16",,"8.3","33.6","38.8","28.5",,,"290","310",,,,"21.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-02","8.1","0",,"2","16",,"5.5","0.70","61","3775","1.95",,"9.5","35.9","43.2","28.6",,,"330","310",,,,"28.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-03","8.9","0","3","2","24","3","2.0","2.16","57","4562","7.48",,"3.8","39.6","45.6","33.7",,,"80","80",,,,"36.0","51",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-04","6.5","14","0","0","34","0","0.0","0.60","87","4908","1.58",,"0.0","53.9","62.8","45.0",,,"320","300",,,,"23.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-05","6.9","100","0","0","43","0","0.0","0.84","92","5039","2.03",,"0.0","63.6","71.5","55.7",,,"70","60",,,,"23.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-06","5.4","344","0","0","50","0","0.0","1.64","91","5045","5.30",,"0.0","72.9","80.3","65.6",,,"320","320",,,,"23.0","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-07","5.8","597","0","0","56","0","0.0","0.62","94","0","2.04",,"0.0","73.1","81.0","65.2",,,"70","60",,,,"21.0","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-08","5.1","1021","0","0","63","0","0.0","0.59","103","0","2.56",,"0.0","78.7","86.5","70.8",,,"290","300",,,,"19.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-09","5.8","1152","0","0","50","0","0.0","1.90","86","51","5.30",,"0.0","67.7","75.3","60.0",,,"60","50",,,,"21.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-10","6.5","1183","0","0","37","0","0.0","0.28","81","284","0.66",,"0.0","58.5","66.3","50.7",,,"290","270",,,,"21.0","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-11","6.7","1184","0","0","34","0","0.0","0.81","75","654","1.37",,"0.0","52.7","59.8","45.6",,,"310","310",,,,"25.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2001-12","7.2","1184","0","0","20","0","0.0","0.65","71","1304","2.24",,"0.0","44.1","50.0","38.1",,,"310","270",,,,"23.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-01","7.6","0",,"1","21",,"3.0","0.62","69","2080","1.93",,"3.5","39.9","45.4","34.4","0",,"70","290",,,,"28.0","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-02",,"0","0","0","19","0","0.0","0.30","63","2764","0.71",,"0.0","40.6","48.3","32.8","0",,,"310",,,,,"38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-03","8.7","0","0","0","19","0","0.0","0.82","72","3411","3.54",,"0.0","44.1","52.3","35.9",,,"300","300",,,,"28.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-04","6.9","71","0","0","30","0","0.0","1.64","96","3749","3.42",,"0.0","56.1","64.8","47.4",,,"300","280",,,,"33.1","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-05","6.7","113","0","0","41","0","0.0","1.57","86","3925","3.70",,"0.0","60.7","69.4","51.9",,,"50","240",,,,"28.0","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-06","6.3","328","0","0","53","0","0.0","1.69","92","3946","4.48",,"0.0","71.4","79.8","63.1",,,"60","40",,,,"25.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-07","5.8","754","0","0","61","0","0.0","0.63","96","0","1.06",,"0.0","78.8","87.0","70.6",,,"290","270",,,,"23.0","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-08","5.8","1151","0","0","60","0","0.0","2.68","98","2","4.92",,"0.0","77.7","85.9","69.5",,,"70","50",,,,"21.9","30",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-09","5.6","1320","0","0","54","0","0.0","1.63","91","15","5.17",,"0.0","70.2","78.0","62.5","0",,"300","300",,,,"28.0","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-10","6.7","1349","0","0","36","0","0.0","3.06","84","348","7.20",,"0.0","55.2","61.3","49.0",,,"40","60",,,,"23.0","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-11","7.4","1349","0","0","24","0","0.0","1.42","68","917","5.07",,"0.0","46.0","51.9","40.1",,,"60","290",,,,"28.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2002-12","8.1","1349",,"2","19",,"6.0","1.30","60","1816","4.07",,"11.0","36.0","41.1","30.9",,,"60","290",,,,"30.0","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-01","8.5","0",,"3","7",,"1.0","1.52","50","2979","2.31",,"4.7","27.5","32.9","22.0","0",,"280","280",,,,"23.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-02","8.3","0",,"4","8",,"16.3","1.49","50","3957","4.55",,"26.1","30.1","35.6","24.6",,,"280","70",,,,"28.0","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-03","7.2","0",,"1","11",,"3.5","1.08","69","4635","4.57",,"3.5","43.1","52.0","34.2",,,"300","330",,,,"25.1","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-04","8.7","11","1","1","30","4","4.0","0.66","88","5103","3.20",,"4.0","49.8","57.8","41.8",,,"50","70",,,,"29.1","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-05","6.3","20","0","0","45","0","0.0","1.28","79","5307","3.41",,"0.0","58.7","66.1","51.3",,,"60","70",,,,"25.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-06","5.1","171","0","0","50","0","0.0","2.75","93","5357","10.26",,"0.0","68.4","75.6","61.1",,,"60","70",,,,"19.9","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-07","5.4","504","0","0","63","0","0.0","1.39","94","0","3.76",,"0.0","75.7","83.0","68.5",,,"250","230",,,,"17.9","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-08","4.5","866","0","0","61","0","0.0","1.98","91","0","5.85",,"0.0","76.7","83.3","70.1",,,"40","60",,,,"17.0","26",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-09","6.3","973","0","0","50","0","0.0","1.19","80","19","6.03",,"0.0","67.9","73.8","62.1","0",,"60","100",,,,"28.0","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-10","6.0","976","0","0","36","0","0.0","1.88","77","328","4.91",,"0.0","55.1","61.8","48.4",,,"270","270",,,,"28.0","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-11","6.5","982","0","0","29","0","0.0","1.80","79","783","4.18",,"0.0","50.0","56.2","43.8",,,"280","280",,,,"32.0","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2003-12","8.3","982","6","3","21","11","8.0","1.59","58","1633","5.43",,"19.8","37.6","43.5","31.7",,,"280","270",,,,"28.0","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-01","8.9","0","17","4","1","12","6.0","0.56","58","2882","2.13",,"17.3","24.7","31.0","18.4",,,"280","290",,,,"25.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-02","7.8","0","8","0","15","7","0.7","1.59","59","3751","2.68",,"0.7","35.0","41.7","28.4","0",,"300","300",,,,"23.0","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-03","7.8","0","2","1","24","4","3.5","0.68","70","4417","2.99",,"4.8","43.5","50.3","36.7",,,"60","70",,,,"31.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-04","7.8","4","0","0","29","0","0.0","1.29","85","4764","4.11",,"0.0","53.6","62.7","44.4",,,"60","300",,,,"25.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-05","5.4","90","0","0","42","0","0.0","1.45","87","4843","5.76",,"0.0","65.2","74.3","56.1",,,"60","300",,,,"19.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-06","5.1","289","0","0","56","0","0.0","0.99","91","4856","3.02",,"0.0","71.2","78.8","63.7",,,"60","50",,,,"21.0","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-07","5.4","584","0","0","63","0","0.0","2.32","87","0","7.63",,"0.0","74.5","80.9","68.1",,,"60","70",,,,"19.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-08","4.9","871","0","0","58","0","0.0","0.91","90","0","3.02",,"0.0","74.2","80.7","67.8",,,"50","320",,,,"17.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-09","5.4","1018","0","0","52","0","0.0","3.84","87","18","11.51",,"0.0","69.3","76.1","62.6",,,"70","70",,,,"28.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-10","6.0","1019","0","0","44","0","0.0","0.70","75","299","1.15",,"0.0","56.0","61.8","50.1",,,"280","280",,,,"19.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-11","6.7","1019","0","0","29","0","0.0","1.01","68","804","4.22",,"0.0","48.2","54.8","41.5",,,"280","110",,,,"25.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2004-12","7.8","1019","2","1","11","2","1.8","1.17","59","1630","3.71",,"3.1","38.4","44.3","32.4",,,"270","220",,,,"29.1","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-01","7.4","0","9","2","5","14","8.5","1.03","66","2674","4.67",,"15.3","31.3","37.4","25.2",,,"290","330",,,,"23.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-02","7.2","0","14","5","16","9","4.8","0.95","56","3472","3.04",,"15.8","36.5","42.6","30.5",,,"60","70",,,,"29.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-03","7.2","0","9","4","16","9","2.9","2.98","63","4264","4.96",,"6.9","39.5","46.4","32.5",,,"50","310",,,,"29.1","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-04","6.9","11","0","0","37","0","0.0","1.80","87","4571","4.81",,"0.0","55.1","64.6","45.7",,,"130","140",,,,"25.9","48",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-05","6.0","23","0","0","41","0","0.0","0.26","79","4771","1.48",,"0.0","58.9","67.3","50.5",,,"50","20",,,,"21.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-06","5.4","303","0","0","54","0","0.0","0.59","93","4781","3.21",,"0.0","74.0","82.2","65.8",,,"230","280",,,,"17.0","25",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-07","4.9","693","0","0","62","0","0.0","1.52","97","1","3.57",,"0.0","77.5","84.9","70.2",,,"300","310",,,,"21.0","30",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-08","4.9","1147","0","0","65","0","0.0","3.10","99","1","3.96",,"0.0","79.7","87.1","72.2",,,"50","160",,,,"19.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-09","5.4","1404","0","0","50","0","0.0","0.17","92","8","0.48",,"0.0","73.3","81.6","65.0",,,"280","210",,,,"17.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-10","6.7","1437","0","0","39","0","0.0","4.26","80","261","16.73",,"0.0","57.9","63.8","52.0",,,"50","40",,,,"25.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-11","6.9","1437","0","0","22","0","0.0","1.01","72","723","4.47",,"0.0","49.6","56.8","42.5",,,"270","290",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2005-12","7.2","1437","11","3","14","6","5.8","1.58","55","1645","4.60",,"9.7","35.3","40.4","30.1",,,"300","270",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-01","7.4","0","2","1","16","2","2.0","1.17","64","2392","4.99",,"2.0","40.9","47.6","34.2",,,"290","150",,,,"31.1","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-02","8.5","0","6","2","15","17","24.1","1.66","62","3212","2.88",,"26.9","35.7","42.4","29.1",,,"300","270",,,,"29.1","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-03","7.8","0","2","1","22","1","1.3","0.52","74","3892","0.80",,"1.3","43.1","50.6","35.6",,,"270","270",,,,"25.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-04","6.7","7","0","0","33","0","0.1","2.34","83","4178","5.56",,"0.1","55.7","65.3","46.1",,,"280","40",,,,"25.1","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-05","6.3","66","0","0","45","0","0.0","1.53","88","4297","4.63",,"0.0","63.1","71.5","54.6",,,"60","60",,,,"25.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-06","5.4","268","0","0","52","0","0.0","2.79","91","4319","8.55",,"0.0","71.0","77.7","64.3",,,"260","250",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-07","4.7","669","0","0","61","0","0.0","1.95","95","0","6.17",,"0.0","77.9","85.2","70.7",,,"240","250",,,,"19.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-08","3.1","1003","0","0","60","0","0.0","2.51","97","0","6.08",,"0.0","75.8","82.8","68.7",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-09","1.8","1087","0","0","49","0","0.0","1.24","83","36","3.70",,"0.0","66.6","73.1","60.1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-10","5.4","1100","0","0","37","0","0.0","2.22","79","321","7.07",,"0.0","56.2","63.3","49.2",,,"270","260",,,,"23.9","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-11","5.1","1100","0","0","35","0","0.0","3.60","69","713","7.34",,"0.0","51.9","57.4","46.4",,,"40","170",,,,"23.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2006-12","6.0","1100","0","0","18","0","0.0","0.78","70","1376","2.15",,"0.0","43.6","49.5","37.7",,,"300","260",,,,"23.0","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-01","6.0","0","2","1","9","1","1.0","1.52","72","2229","3.64",,"2.6","37.5","43.6","31.4",,,"300","320",,,,"21.9","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-02","7.6","0","6","2","8","2","2.0","0.94","49","3258","1.99",,"3.8","28.3","34.5","22.0",,,"50","290",,,,"25.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-03","6.3","0","4","1","11","5","5.5","2.41","78","3964","5.36",,"6.0","42.2","50.9","33.5",,,"300","310",,,,"23.9","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-04","6.0","11","0","0","30","0","0.0","7.57","86","4416","13.06",,"0.0","50.3","57.9","42.7",,,"290","280",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-05","4.5","113","0","0","44","0","0.0","0.83","91","4511","1.88",,"0.0","65.2","75.3","55.2",,,"270","270",,,,"21.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-06","4.0","315","0","0","54","0","0.0","2.29","91","4521","6.56",,"0.0","71.4","79.6","63.2",,,"270","280",,,,"17.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-07","3.8","624","0","0","57","0","0.0","2.31","92","0","6.90",,"0.0","75.0","82.3","67.6",,,"70","80",,,,"17.0","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-08","3.8","918","0","0","56","0","0.0","2.50","92","14","7.18",,"0.0","74.0","81.4","66.6",,,"60","280",,,,"17.0","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-09","3.8","1095","0","0","50","0","0.0","1.21","88","33","1.81",,"0.0","70.3","78.0","62.5",,,"300","320",,,,"16.1","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-10","4.3","1179","0","0","38","0","0.0","1.48","87","161","4.66",,"0.0","63.6","70.6","56.6",,,"280","300",,,,"17.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-11","4.9","1179","0","0","26","0","0.0","1.25","66","748","3.48",,"0.0","45.4","51.6","39.3",,,"270","330",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2007-12","6.0","1179","1","2","20","1","1.4","1.02","61","1618","5.22",,"2.9","36.9","41.6","32.3",,,"70","150",,,,"25.1","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-01","6.3","0","0","0","12","0","0.0","1.29","64","2501","2.86",,"0.0","36.5","42.4","30.6",,,"270","280",,,,"30.0","49",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-02","7.2","0","5","2","10","5","6.0","1.94","68","3349","5.96",,"9.0","35.8","43.1","28.4",,,"290","320",,,,"28.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-03","7.8","0","0","0","27","0","0.0","1.21","63","4042","4.08",,"0.0","42.6","50.3","35.0",,,"250","240",,,,"32.0","48",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-04","6.7","9","0","0","33","0","0.0","1.18","84","4353","2.77",,"0.0","54.9","63.5","46.4",,,"50","300",,,,"23.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-05","6.5","34","0","0","44","0","0.0","1.27","83","4530","4.01",,"0.0","60.1","68.9","51.2",,,"50","330",,,,"30.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-06","4.5","304","0","0","57","0","0.0","2.01","96","4531","4.70",,"0.0","74.0","82.6","65.4",,,"280","270",,,,"29.1","45",,
