"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-07","4.7","720","0","0","66","0","0.0","1.00","96","0","2.85",,"0.0","78.4","86.2","70.6",,,"190","160",,,,"17.0","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-08","4.5","993","0","0","58","0","0.0","2.18","90","0","5.58",,"0.0","73.8","82.6","65.0",,,"260","280",,,,"17.0","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-09","5.4","1134","0","0","51","0","0.0","3.26","90","27","7.05",,"0.0","68.8","75.8","61.9",,,"60","50",,,,"23.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-10","5.6","1137","0","0","36","0","0.0","1.92","75","335","3.62",,"0.0","55.1","62.3","47.9",,,"270","140",,,,"25.1","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-11","6.5","1137","0","0","23","0","0.0","0.74","67","909","3.54",,"0.0","45.8","51.2","40.5",,,"60","60",,,,"25.1","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2008-12","8.1","1137","4","2","13","3","4.0","2.35","67","1743","6.62",,"6.0","38.1","44.9","31.3",,,"290","300",,,,"25.9","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-01","7.4","0","12","5","6","4","3.0","1.19","47","2893","2.98",,"9.0","27.9","33.4","22.4",,,"60","310",,,,"25.1","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-02","7.6","0","5","1","12","3","4.3","0.35","65","3684","0.93",,"4.3","36.7","44.5","28.9",,,"280","280",,,,"30.0","48",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-03","7.2","0","4","2","12","8","6.5","0.49","70","4384","1.75",,"8.3","42.4","49.7","35.1",,,"270","260",,,,"25.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-04","7.2","41","0","0","34","0","0.0","1.79","92","4740","4.69",,"0.0","54.5","62.9","46.1",,,"270","270",,,,"25.9","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-05",,"87","0","0","43","0","0.0","1.15","86","4864","5.17",,"0.0","62.5","70.5","54.4",,,"280","60",,,,"21.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-06","4.7","193","0","0","50","0","0.0","2.30","84","4896","10.05",,"0.0","67.5","74.5","60.5",,,"40","50",,,,"23.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-07","4.9","430","0","0","58","0","0.0","1.52","86","0","7.11",,"0.0","72.6","80.4","64.9",,,"60","220",,,,"21.0","30",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-08","4.3","762","0","0","62","0","0.0","1.05","92","0","4.23",,"0.0","75.7","82.4","68.9",,,"270","270",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-09","5.8","841","0","0","49","0","0.0","1.03","84","40","2.27",,"0.0","66.3","73.0","59.6",,,"60","50",,,,"28.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-10","6.0","843","0","0","37","0","0.0","1.81","74","353","5.59",,"0.0","55.0","61.1","48.8",,,"280","280",,,,"29.1","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-11","6.9","843","0","0","35","0","0.0","0.50","69","769","1.61",,"0.0","51.1","56.6","45.7",,,"50","60",,,,"25.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2009-12","8.3","843","6","3","16","10","9.1","1.48","66","1671","7.27",,"12.4","35.9","41.9","29.9",,,"290","300",,,,"29.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-01","7.6","0","0","1","13","0","1.3","1.25","57","2678","2.09",,"2.1","32.5","38.1","27.0",,,"290","290",,,,"25.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-02","8.1","0","16","4","17","21","11.5","2.00","46","3571","6.70",,"36.9","33.1","37.9","28.4",,,"60","60",,,,"29.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-03","8.1","0","3","0","29","11","0.0","3.86","74","4092","10.69",,"0.0","48.2","55.0","41.4",,,"60","60",,,,"36.9","53",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-04","6.3","21","0","0","40","0","0.0","1.60","92","4327","2.99",,"0.0","57.9","67.3","48.4",,,"270","300",,,,"21.0","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05","5.6","132","0","0","41","0","0.0","1.29","92","4430","3.01",,"0.0","65.3","74.4","56.2",,,"270","280",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-06","4.9","425","0","0","57","0","0.0","0.89","93","4433","2.20",,"0.0","74.7","83.2","66.2",,,"230","290",,,,"21.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-07","4.7","931","0","0","61","0","0.0","0.84","103","0","2.60",,"0.0","81.3","90.1","72.6",,,"280","290",,,,"17.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-08","5.1","1316","0","0","61","0","0.0","1.69","96","0","4.14",,"0.0","77.4","85.3","69.6",,,"50","60",,,,"19.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-09","5.4","1503","0","0","54","0","0.0","1.33","96","5","3.67",,"0.0","71.1","78.7","63.4",,,"50","200",,,,"19.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-10","6.3","1513","0","0","42","0","0.0","2.46","75","228","4.91",,"0.0","58.1","65.0","51.2",,,"290","280",,,,"21.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-11","6.3","1513","0","0","34","0","0.0","1.09","65","741","2.15",,"0.0","47.9","53.6","42.2",,,"270","280",,,,"23.0","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-12","8.3","1513","5","2","19","20","12.2","1.38","60","1741","4.24",,"20.1","32.8","37.7","27.9",,,"290","300",,,,"30.0","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-01","6.5","0","31","8","6","23","12.3","1.29","53","2835","4.94",,"35.9","29.7","34.8","24.6",,,"20","20",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-02","7.8","0","20","2","15","18","3.2","1.32","67","3647","3.47",,"4.8","36.0","43.7","28.3",,,"290","300",,,,"31.1","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-03","7.6","0","1","1","20","1","1.0","2.02","77","4350","6.19",,"1.0","42.3","49.9","34.7",,,"140","140",,,,"23.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-04","7.4","11","0","0","35","0","0.0","1.45","83","4682","5.36",,"0.0","54.3","62.6","46.0",,,"60","60",,,,"32.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-05","5.6","95","0","0","46","0","0.0","2.18","89","4782","5.11",,"0.0","64.5","72.4","56.6",,,"60","70",,,,"23.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-06","4.7","317","0","0","56","0","0.0","1.82","95","4784","3.26",,"0.0","72.3","80.2","64.4",,,"70","300",,,,"21.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-07","4.3","790","0","0","63","0","0.0","1.08","104","0","3.03",,"0.0","80.3","88.9","71.6",,,"50","320",,,,"17.0","25",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-08","4.5","1108","0","0","59","0","0.0","5.81","94","0","18.95",,"0.0","75.3","82.9","67.6",,,"70","70",,,,"32.0","60",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-09","4.5","1282","0","0","51","0","0.0","3.22","86","23","9.39",,"0.0","70.0","76.2","63.8",,,"60","250",,,,"17.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10","5.4","1298","0","1","33","0","2.9","2.00","84","285","6.09",,"2.9","57.1","63.8","50.4",,,"50","70",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11","5.6","1298","0","0","36","0","0.0","1.16","70","678","3.05",,"0.0","51.9","58.5","45.2",,,"40","310",,,,"21.0","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12","5.8","1298","0","0","22","0","0.0","1.68","62","1351","4.01",,"0.0","43.3","49.7","36.9",,,"270","300",,,,"23.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01",,"0","3","1","13","3","4.3","1.38","62","2209","3.23",,"4.3","37.3","44.2","30.4",,,"50","70",,,,"30.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02","6.7","0","0","0","20","0","0.2","0.60","62","2908","1.37",,"0.2","40.9","46.8","34.9",,,"260","280",,,,"23.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03","5.8","4","0","0","25","0","0.0","0.26","78","3348","0.96",,"0.0","50.9","59.2","42.7",,,"300","300",,,,"23.0","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-04","5.6","22","0","0","38","0","0.0","2.45","88","3674","3.56",,"0.0","54.8","63.6","45.9",,,"50","280",,,,"23.0","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-05","3.8","108","0","0","49","0","0.0","1.40","89","3756","5.37",,"0.0","65.1","72.0","58.2",,,"70","280",,,,"17.0","30",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-06","4.5","304","0","0","51","0","0.0","1.02","94","3773","2.98",,"0.0","71.0","79.0","63.0",,,"290","280",,,,"17.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-07","4.0","731","0","0","61","0","0.0","1.76","100","0","4.21",,"0.0","78.8","87.3","70.2",,,"310","290",,,,"21.0","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-08","3.4","1094","0","0","61","0","0.0","0.64","91","0","2.92",,"0.0","76.7","84.2","69.2",,,"260","270",,,,"17.0","27",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-09","4.0","1233","0","0","53","0","0.0","1.96","91","25","4.39",,"0.0","68.8","75.9","61.7",,,"250","180",,,,"21.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-10","4.9","1247","0","0","38","0","0.0","0.89","78","254","2.93",,"0.0","58.0","63.7","52.4",,,"50","50",,,,"38.0","62",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-11","5.8","1247","1","1","31","4","4.3","1.12","66","888","1.81",,"4.7","43.9","49.7","38.0",,,"20","290",,,,"21.9","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-12","6.5","1247","0","0","28","0","0.4","0.99","62","1617","4.80",,"0.4","41.5","46.3","36.6",,,"70","70",,,,"30.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-01","6.5","0","3","1","11","2","1.5","0.90","61","2545","2.76",,"1.5","35.1","40.8","29.3",,,"280","290",,,,"25.9","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-02","7.2","0","4","2","17","11","6.3","1.56","55","3415","4.25",,"12.2","33.9","39.4","28.5",,,"310","320",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03","7.4","0","3","2","27","2","4.0","0.79","59","4186","2.89",,"7.3","40.1","46.3","34.0",,,"60","50",,,,"30.0","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04","6.3","2","0","0","33","0","0.0","0.63","82","4547","1.31",,"0.0","53.0","61.3","44.7",,,"70","100",,,,"23.0","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05","4.9","76","0","0","42","0","0.0","3.02","90","4690","8.00",,"0.0","62.8","71.2","54.4",,,"170","300",,,,"21.9","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-06","4.5","316","0","0","53","0","0.0","4.16","92","4700","10.11",,"0.0","72.7","80.3","65.0",,,"70","80",,,,"19.9","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-07","4.5","775","0","0","64","0","0.0","0.84","98","0","2.84",,"0.0","79.8","86.3","73.3",,,"70","70",,,,"18.1","27",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-08","3.8","1073","0","0","59","0","0.0","0.85","90","0","2.85",,"0.0","74.6","81.6","67.7",,,"250","310",,,,"16.1","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-09","4.0","1200","0","0","47","0","0.0","1.60","96","41","2.95",,"0.0","67.9","76.4","59.4",,,"60","180",,,,"17.0","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-10","5.1","1244","0","0","40","0","0.0","0.25","86","234","0.36",,"0.0","60.2","66.9","53.5",,,"60","70",,,,"21.0","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-11","6.3","1244","0","0","23","0","0.0","1.98","70","825","3.16",,"0.0","45.3","52.1","38.5",,,"310","260",,,,"25.1","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-12","5.8","1246","7","3","19","4","5.0","1.20","71","1644","4.85",,"8.6","38.6","44.5","32.8",,,"70","300",,,,"21.9","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-01","6.7","0","14","4","4","11","11.0","0.50","58","2770","2.80",,"19.7","28.7","35.5","21.9",,,"280","270",,,,"23.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-02","6.3","0","28","7","9","18","9.5","1.78","56","3702","5.48",,"29.0","31.7","37.5","25.9",,,"60","290",,,,"25.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-03","7.2","0","10","0","13","6","0.1","1.81","66","4548","3.67",,"0.1","37.7","45.5","29.9",,,"70","320",,,,"23.0","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-04","6.3","3","0","0","31","0","0.0","4.97","77","4931","7.85",,"0.0","52.3","61.2","43.4",,,"310","300",,,,"21.0","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05","4.5","51","0","0","49","0","0.0","1.54","86","5010","4.37",,"0.0","64.0","72.5","55.5",,,"280","290",,,,"21.0","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06","4.0","275","0","0","55","0","0.0","1.60","89","5010","4.26",,"0.0","72.4","80.4","64.5",,,"80","290",,,,"16.1","26",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07","4.3","620","0","0","63","0","0.0","1.78","91","0","5.59",,"0.0","76.1","83.5","68.8",,,"250","260",,,,"17.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-08","3.8","915","0","0","61","0","0.0","0.62","90","0","2.25",,"0.0","74.5","82.5","66.6",,,"60","260",,,,"17.0","30",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-09","4.3","1081","0","0","52","0","0.0","0.37","92","24","1.21",,"0.0","69.7","77.3","62.2",,,"70","260",,,,"16.1","35",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10","5.1","1100","0","0","42","0","0.0","1.51","77","209","5.78",,"0.0","59.6","65.9","53.4",,,"310","310",,,,"18.1","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11","5.4","1100","0","0","22","0","0.2","1.54","69","799","4.51",,"0.2","45.3","51.6","39.0",,,"280","20",,,,"21.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12","6.7","1100","1","1","24","1","1.0","2.54","65","1557","6.04",,"1.0","40.5","45.1","36.0",,,"30","10",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01","7.4","0","11","6","8","8","5.5","2.10","56","2644","5.22",,"16.9","29.9","36.1","23.8",,,"280","260",,,,"29.1","46",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-02","7.2","0","28","4","2","13","5.0","1.02","43","3790","2.04",,"13.6","24.1","32.1","16.0",,,"300","310",,,,"23.0","42",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03","6.0","0","15","4","12","19","7.5","0.81","62","4623","4.73",,"18.6","38.1","45.2","31.0",,,"290","280",,,,"23.9","44",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-04","6.5","4","0","0","32","0","0.0","1.37","80","4949","2.08",,"0.0","54.3","62.6","45.9",,,"310","310",,,,"23.9","41",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05","4.3","153","0","0","48","0","0.0","1.46","88","4989","1.86",,"0.0","68.5","78.4","58.6",,,"80","280",,,,"19.9","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06","4.7","375","0","0","50","0","0.0","1.12","90","5025","4.79",,"0.0","71.2","78.5","63.9",,,"60","310",,,,"18.1","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07","3.6","803","0","0","64","0","0.0","1.95","96","0","3.97",,"0.0","78.8","85.9","71.7",,,"10","270",,,,"19.9","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08","3.8","1236","0","0","63","0","0.0","1.17","95","0","2.35",,"0.0","79.0","86.9","71.0",,,"290","290",,,,"23.0","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-09","4.5","1521","0","0","56","0","0.0","1.58","97","1","3.28",,"0.0","74.4","82.6","66.3",,,"60","20",,,,"18.1","27",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-10","5.1","1532","0","0","35","0","0.0","1.40","78","228","3.91",,"0.0","58.0","65.4","50.7",,,"60","60",,,,"23.0","32",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-11","4.9","1537","0","0","32","0","0.0","1.25","74","600","2.02",,"0.0","52.8","59.3","46.3",,,"70","280",,,,"23.0","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-12","5.1","1539","0","0","34","0","0.0","1.55","72","1043","4.72",,"0.0","50.8","56.3","45.3",,,"290","310",,,,"21.0","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-01","6.9","0","9","1","11","22","27.3","2.31","59","1988","4.41",,"27.9","34.5","40.8","28.2",,,"30","40",,,,"25.1","43",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-02","7.4","0","2","2","-1","2","2.5","1.22","61","2777","4.41",,"4.1","37.8","44.9","30.7",,,"70","170",,,,"23.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-03","6.7","6","0","0","26","0","0.5","0.38","79","3283","1.17",,"0.9","48.9","57.4","40.4",,,"70","270",,,,"28.0","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-04","6.0","18","0","0","26","0","0.0","0.47","82","3645","1.62",,"0.0","53.3","62.2","44.4",,,"280","280",,,,"25.1","45",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-05",,"115","0","0","43","0","0.0","1.65","92","3811","3.76",,"0.0","62.8","70.6","55.0",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06","4.3","341","0","0","52","0","0.0","0.91","88","3819","2.60",,"0.0","72.2","80.9","63.6",,,"290","270",,,,"21.0","38",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07","4.0","765","0","0","63","0","0.0","1.09","96","0","7.02",,"0.0","78.7","86.3","71.1",,,"280","290",,,,"19.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08","3.8","1205","0","0","61","0","0.0","0.82","96","0","1.98",,"0.0","79.2","86.6","71.8",,,"240","250",,,,"17.0","33",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-09","4.9","1428","0","0","54","0","0.0","0.68","91","19","2.80",,"0.0","71.8","79.0","64.6",,,"70","90",,,,"21.0","31",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-10","4.7","1457","0","0","38","0","0.0","1.41","85","241","4.15",,"0.0","58.8","65.8","51.7",,,"290","20",,,,"21.9","37",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-11","5.1","1457","0","0","34","0","0.0","2.20","72","699","5.41",,"0.0","49.8","56.6","42.9",,,"280","290",,,,"25.1","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-12","6.0","1457","2","1","17","2","2.8","0.73","60","1524","2.89",,"3.2","38.4","43.9","32.9",,,"310","290",,,,"25.1","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01","6.7","0","5","3","14","4","5.1","1.18","66","2359","4.83",,"7.9","38.0","42.8","33.3",,,"70","40",,,,"33.1","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02","6.7","0","6","1","19","8","9.4","1.16","70","3013","2.48",,"9.4","41.7","48.7","34.6",,,"310","310",,,,"28.0","48",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03","7.4","0","7","2","14","6","7.6","1.97","70","3811","5.25",,"9.7","39.2","46.8","31.7",,,"60","290",,,,"28.0","47",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04","5.8","32","0","0","37","0","0.0","1.18","87","4079","3.84",,"0.0","57.1","64.9","49.4",,,"70","60",,,,"25.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05","5.1","84","0","0","44","0","0.0","3.02","92","4253","6.38",,"0.0","61.1","68.2","54.0",,,"270","310",,,,"19.9","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06","4.3","318","0","0","51","0","0.0","1.39","94","4277","4.77",,"0.0","72.0","79.3","64.7",,,"290","290",,,,"17.0","34",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07","3.8","683","0","0","62","0","0.0","1.78","94","0","4.19",,"0.0","76.8","83.7","69.8",,,"60","320",,,,"17.0","28",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08","3.4","964","0","0","60","0","0.0","0.88","92","0","3.34",,"0.0","74.0","80.9","67.2",,,"80","90",,,,"16.1","25",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09","4.3","1149","0","0","54","0","0.0","0.74","91","19","2.00",,"0.0","70.5","77.8","63.3",,,"60","50",,,,"21.0","29",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10","4.5","1225","0","0","42","0","0.0","3.03","83","122","4.19",,"0.0","64.1","71.2","57.0",,,"280","260",,,,"19.9","36",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11","5.1","1225","0","0","24","0","0.0","0.70","74","673","1.58",,"0.0","46.6","54.1","39.2",,,"290","290",,,,"19.9","39",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12","6.0","1225","6","3","9","4","4.6","0.75","61","1600","2.21",,"7.7","35.1","40.0","30.1",,,"290","290",,,,"23.9","40",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-01","6.9","0","8","1","5","7","9.8","0.76","61","2630","2.18",,"11.2","31.8","38.7","24.9",,,"310","310",,,,"23.9","43",,
